station_id,lat,lon,date,parameter,value,unit
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-31,co,3.28,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-10-31,o3,99.9,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-31,pm25,241.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-31,pm10,396.5,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-31,no2,98.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-31,so2,21.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-31,co,4.69,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-10-31,o3,42.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-31,pm25,25.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-31,pm10,73.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-31,no2,26.9,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-31,so2,15.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-31,co,0.5,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-10-31,o3,36.5,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-31,pm25,30.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-31,pm10,56.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-31,no2,21.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-31,so2,6.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-10-31,co,0.31,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-10-31,o3,37.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-31,pm25,29.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-31,pm10,94.7,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-31,no2,29.9,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-31,so2,12.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-31,co,0.42,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-10-31,o3,19.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-31,pm25,46.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-31,pm10,129.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-31,no2,23.5,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-31,so2,13.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-31,co,0.4,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-10-31,o3,34.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-31,pm25,17.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-31,pm10,89.5,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-31,no2,24.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-31,so2,7.1,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-31,co,0.26,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-10-31,o3,28.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-01,pm25,241.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-01,pm10,447.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-01,no2,84.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-01,so2,18.4,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-01,co,4.53,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-11-01,o3,53.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-01,pm25,278.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-01,pm10,373.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-01,no2,93.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-01,so2,20.5,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-01,co,4.13,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-01,o3,42.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-01,pm25,343.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-01,pm10,419.9,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-01,no2,75.6,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-01,so2,20.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-01,co,5.42,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-01,o3,42.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-01,pm25,303.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-01,pm10,423.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-01,no2,90.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-01,so2,17.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-01,co,4.28,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-01,o3,77.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-01,pm25,40.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-01,pm10,75.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-01,no2,31.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-01,so2,7.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-01,co,0.57,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-01,o3,56.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-01,pm25,15.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-01,pm10,78.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-01,no2,20.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-01,so2,8.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-01,co,0.65,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-11-01,o3,41.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-01,pm25,51.5,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-01,pm10,62.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-01,no2,28.8,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-01,so2,7.7,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-01,co,0.52,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-01,o3,40.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-01,pm25,48.8,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-01,pm10,89.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-01,no2,42.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-01,so2,11.2,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-01,co,0.71,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-01,o3,31.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-01,pm25,19.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-01,pm10,47.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-01,no2,25.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-01,so2,5.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-01,co,0.64,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-01,o3,33.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-02,pm25,336.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-02,pm10,339.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-02,no2,62.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-02,so2,13.4,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-02,co,4.6,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-11-02,o3,88.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-02,pm25,255.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-02,pm10,349.8,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-02,no2,82.8,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-02,so2,13.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-02,co,3.73,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-02,o3,86.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-02,pm25,319.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-02,pm10,356.9,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-02,no2,87.0,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-02,so2,19.3,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-02,co,3.6,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-02,o3,42.4,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-02,pm25,325.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-02,pm10,421.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-02,no2,71.4,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-02,so2,27.6,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-02,co,3.92,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-02,o3,63.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-02,pm25,60.2,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-02,pm10,71.4,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-02,no2,30.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-02,so2,15.4,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-02,co,0.44,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-02,o3,24.1,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-02,pm25,25.6,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-02,pm10,50.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-02,no2,21.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-02,so2,9.2,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-02,co,0.53,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-11-02,o3,23.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-02,pm25,32.2,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-02,pm10,32.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-02,no2,14.5,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-02,so2,5.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-02,co,0.52,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-02,o3,39.7,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-02,pm25,36.5,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-02,pm10,58.5,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-02,no2,35.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-02,so2,17.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-02,co,0.63,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-02,o3,36.4,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-02,pm25,36.1,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-02,pm10,85.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-02,no2,15.4,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-02,so2,9.6,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-02,co,0.57,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-02,o3,27.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-03,pm25,251.4,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-03,pm10,399.8,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-03,no2,110.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-03,so2,20.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-03,co,4.94,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-11-03,o3,48.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-03,pm25,325.2,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-03,pm10,488.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-03,no2,106.9,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-03,so2,21.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-03,co,4.71,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-03,o3,46.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-03,pm25,348.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-03,pm10,396.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-03,no2,86.9,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-03,so2,10.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-03,co,4.46,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-03,o3,74.5,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-03,pm25,292.6,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-03,pm10,372.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-03,no2,80.5,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-03,so2,16.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-03,co,4.18,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-03,o3,71.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-03,pm25,81.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-03,pm10,107.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-03,no2,20.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-03,so2,9.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-03,co,0.81,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-03,o3,52.5,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-03,pm25,30.2,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-03,pm10,84.4,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-03,no2,27.6,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-03,so2,12.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-03,co,0.38,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-11-03,o3,29.9,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-03,pm25,39.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-03,pm10,55.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-03,no2,16.2,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-03,so2,7.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-03,co,0.51,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-03,o3,16.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-03,pm25,50.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-03,pm10,45.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-03,no2,32.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-03,so2,9.0,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-03,co,0.79,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-03,o3,33.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-03,pm25,23.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-03,pm10,35.1,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-03,no2,14.8,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-03,so2,8.5,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-03,co,0.56,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-03,o3,27.1,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-04,pm25,349.1,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-04,pm10,454.1,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-04,no2,69.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-04,so2,20.0,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-04,co,5.09,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-11-04,o3,98.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-04,pm25,342.3,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-04,pm10,447.7,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-04,no2,69.0,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-04,so2,16.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-04,co,4.62,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-04,o3,94.4,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-04,pm25,364.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-04,pm10,408.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-04,no2,83.3,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-04,so2,16.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-04,co,5.47,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-04,o3,51.8,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-04,pm25,330.2,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-04,pm10,481.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-04,no2,85.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-04,so2,23.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-04,co,4.68,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-04,o3,64.5,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-04,pm25,39.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-04,pm10,110.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-04,no2,39.1,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-04,so2,9.5,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-04,co,0.63,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-04,o3,55.8,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-04,pm25,24.6,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-04,pm10,77.8,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-04,no2,17.7,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-04,so2,7.6,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-04,co,0.24,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-11-04,o3,25.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-04,pm25,19.3,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-04,pm10,58.8,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-04,no2,27.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-04,so2,4.1,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-04,co,0.58,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-04,o3,44.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-04,pm25,38.9,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-04,pm10,91.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-04,no2,25.3,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-04,so2,10.3,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-04,co,0.42,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-04,o3,28.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-04,pm25,37.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-04,pm10,66.0,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-04,no2,17.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-04,so2,5.3,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-04,co,0.46,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-04,o3,26.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-05,pm25,259.4,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-05,pm10,350.2,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-05,no2,76.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-05,so2,9.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-05,co,4.5,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-11-05,o3,80.5,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-05,pm25,291.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-05,pm10,307.8,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-05,no2,100.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-05,so2,24.6,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-05,co,4.81,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-05,o3,85.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-05,pm25,241.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-05,pm10,381.6,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-05,no2,67.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-05,so2,10.5,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-05,co,4.0,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-05,o3,48.7,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-05,pm25,295.6,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-05,pm10,424.1,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-05,no2,103.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-05,so2,18.8,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-05,co,3.54,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-05,o3,103.5,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-05,pm25,38.3,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-05,pm10,95.6,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-05,no2,33.0,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-05,so2,11.7,ug/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-05,co,0.42,mg/m³
IN_Mumbai_Bandra,19.06,72.82,2023-11-05,o3,39.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-05,pm25,18.0,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-05,pm10,45.3,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-05,no2,11.9,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-05,so2,5.1,ug/m³
IN_Bengaluru_City,12.97,77.59,2023-11-05,co,0.35,mg/m³
IN_Bengaluru_City,12.97,77.59,2023-11-05,o3,27.7,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-05,pm25,16.4,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-05,pm10,52.6,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-05,no2,24.9,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-05,so2,4.0,ug/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-05,co,0.31,mg/m³
IN_Chennai_Alandur,13.0,80.2,2023-11-05,o3,16.6,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-05,pm25,59.1,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-05,pm10,53.5,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-05,no2,16.3,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-05,so2,9.4,ug/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-05,co,0.89,mg/m³
IN_Kolkata_Victoria,22.54,88.34,2023-11-05,o3,27.4,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-05,pm25,23.2,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-05,pm10,29.3,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-05,no2,17.9,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-05,so2,8.5,ug/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-05,co,0.37,mg/m³
IN_Hyderabad_Sanathnagar,17.45,78.43,2023-11-05,o3,34.6,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-06,pm25,265.7,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-06,pm10,362.5,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-06,no2,83.3,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-06,so2,20.8,ug/m³
IN_Delhi_ITO,28.63,77.24,2023-11-06,co,4.07,mg/m³
IN_Delhi_ITO,28.63,77.24,2023-11-06,o3,74.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-06,pm25,375.4,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-06,pm10,460.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-06,no2,67.9,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-06,so2,22.1,ug/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-06,co,3.95,mg/m³
IN_Amritsar_Civil,31.63,74.87,2023-11-06,o3,90.9,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-06,pm25,354.2,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-06,pm10,486.7,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-06,no2,104.8,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-06,so2,11.1,ug/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-06,co,3.44,mg/m³
IN_Lucknow_Lalbagh,26.85,80.94,2023-11-06,o3,76.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-06,pm25,372.0,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-06,pm10,386.9,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-06,no2,87.3,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-06,so2,15.6,ug/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-06,co,4.92,mg/m³
IN_Patna_EcoPark,25.6,85.12,2023-11-06,o3,59.7,ug/m³
